Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
57.28,47,47897.14,181.56,Integrated proactive analyzer  solution,City_181,1,Australia,2016-09-18 02:03:45,1
55.01,29,55050.85,143.31,Proactive configurable forecast,City_178,1,Japan,2016-07-24 10:15:32,1
61.14,32,70910.62,214.02,Integrated universal protocol,City_103,1,Poland,2016-10-03 09:07:32,0
63.01,30,42301.22,147.49,Cloned reduced methodology  solution,City_241,1,Iceland,2016-01-28 06:51:10,1
77.37,46,59211.59,186.65,Configurable proactive functionalities system,City_360,0,Italy,2016-05-15 14:13:37,0
61.7,32,66418.61,207.18,Integrated universal methodology  solution,City_449,0,Japan,2016-07-30 15:36:45,0
46.34,52,45152.16,163.46,Synergistic proactive analyzer capability,City_399,1,Germany,2016-02-24 09:51:12,1
61.17,33,54043.31,140.56,Proactive enhanced productivity capability,City_323,1,Ghana,2016-01-31 18:47:39,1
60.0,19,65635.77,241.25,Synergistic configurable protocol  solution,City_215,0,Russia,2016-06-28 03:21:10,0
68.43,30,53117.69,242.33,Synergistic cloned policy,City_56,0,Peru,2016-09-23 19:35:56,0
52.41,25,48674.96,133.85,Proactive proactive solution,City_227,1,Iceland,2016-03-01 02:54:38,1
54.05,36,44341.17,145.19,Integrated synergistic solution,City_42,0,Burundi,2016-12-26 21:02:00,1
60.65,35,47873.08,190.08,Integrated synergistic capability,City_327,1,Liberia,2016-07-12 20:27:02,1
62.88,39,49344.92,181.3,Reduced integrated productivity system,City_405,0,Liberia,2016-10-23 12:02:09,0
72.78,30,60065.97,205.21,Enhanced integrated forecast,City_153,0,Poland,2016-04-12 18:18:15,0
59.01,27,78935.58,223.92,Universal enhanced protocol system,City_210,0,San Marino,2016-04-12 19:58:50,0
57.81,37,31796.71,120.35,Persevering cloned analyzer,City_233,0,Argentina,2016-03-09 06:49:53,1
52.53,41,38686.21,180.99,Proactive enhanced paradigm,City_316,0,Turkey,2016-10-30 16:27:07,1
69.71,35,68722.01,215.8,Universal configurable functionalities capability,City_361,1,Peru,2016-12-07 09:05:13,0
68.43,27,46302.1,191.87,Synergistic universal methodology system,City_232,0,San Marino,2016-12-02 16:00:42,0
38.9,51,54108.96,107.3,Configurable integrated infrastructure system,City_407,0,Bolivia,2016-08-22 13:26:37,1
63.65,23,54992.14,222.71,Cloned reduced framework,City_312,0,China,2016-10-26 09:26:30,0
52.4,34,49037.48,194.11,Universal synergistic solution  solution,City_190,0,Nauru,2016-10-21 03:27:19,1
53.28,39,43817.68,141.1,Enhanced configurable infrastructure capability,City_486,0,Canada,2016-11-22 03:48:03,1
53.15,36,49846.27,152.18,Extended extended system,City_16,1,Nauru,2016-03-29 17:19:37,1
52.79,27,50193.18,148.8,Integrated enhanced framework,City_382,0,Nauru,2016-03-12 17:30:48,1
42.79,40,26128.87,143.01,Persevering universal system  solution,City_240,0,Germany,2016-06-10 07:39:35,1
72.0,43,39888.95,197.35,Persevering cloned initiative  solution,City_286,0,Iceland,2016-08-16 10:31:26,0
43.29,28,57771.28,109.24,Enhanced enhanced policy  solution,City_433,0,Germany,2016-01-26 09:16:10,1
57.29,49,38073.04,138.93,Cloned universal protocol capability,City_195,0,Qatar,2016-05-11 13:46:12,1
86.29,50,46919.04,199.51,Extended cloned system  solution,City_421,1,China,2016-04-24 02:04:12,0
57.38,38,31238.83,128.93,Integrated universal productivity,City_177,1,Poland,2016-08-17 01:33:12,1
79.07,19,69026.61,239.56,Proactive extended infrastructure,City_350,1,Australia,2016-05-07 19:27:24,0
83.52,29,52661.38,180.56,Extended extended forecast,City_154,0,Turkey,2016-06-12 05:42:52,0
51.37,34,34041.52,175.56,Enhanced proactive protocol capability,City_392,0,San Marino,2016-07-01 09:39:45,1
45.28,49,49754.15,176.82,Reduced enhanced functionalities capability,City_70,1,Peru,2016-05-23 15:14:16,1
82.67,35,58891.96,216.11,Extended configurable solution capability,City_133,0,France,2016-07-08 17:00:27,0
64.05,39,52994.07,171.28,Extended configurable solution,City_442,0,Australia,2016-05-15 15:43:14,1
44.34,20,57568.2,136.75,Cloned integrated protocol,City_264,0,Grenada,2016-12-25 13:12:49,1
86.03,39,50561.28,198.2,Configurable universal analyzer capability,City_485,1,Canada,2016-09-22 17:59:10,0
52.91,46,34999.46,182.6,Reduced integrated initiative capability,City_478,1,Czech Republic,2016-06-22 06:58:33,1
56.81,44,51277.37,162.53,Configurable configurable architecture,City_12,1,Tunisia,2016-09-20 04:05:57,1
44.07,35,44528.89,190.28,Universal proactive protocol system,City_93,0,Japan,2016-04-11 23:37:49,1
48.77,37,51410.76,185.87,Persevering integrated architecture capability,City_356,1,Liberia,2016-03-24 10:10:56,1
80.25,36,57292.85,219.35,Integrated persevering policy,City_2,0,Poland,2016-08-01 12:30:48,0
48.78,23,64922.41,136.42,Extended cloned emulation,City_465,0,Qatar,2016-12-20 20:49:52,1
74.45,40,60562.96,227.99,Persevering universal solution capability,City_217,1,Egypt,2016-02-29 15:12:57,0
78.49,53,60753.41,184.13,Proactive configurable paradigm,City_457,1,Nauru,2016-07-17 05:42:53,0
80.25,37,74606.07,191.64,Cloned reduced policy system,City_93,0,San Marino,2016-06-30 23:49:51,0
64.93,38,63538.45,226.47,Enhanced extended functionalities,City_324,0,Norway,2016-01-05 10:45:53,0
88.72,26,79040.19,222.88,Extended proactive paradigm capability,City_205,0,Ghana,2016-10-03 03:54:16,0
66.65,29,65908.58,150.81,Enhanced universal protocol,City_233,0,Czech Republic,2016-05-15 00:32:14,1
38.47,44,40248.92,147.35,Integrated configurable framework,City_65,0,Italy,2016-07-20 00:24:25,1
62.67,36,43524.51,124.15,Universal synergistic capability system,City_182,0,Peru,2016-04-16 14:09:24,1
69.3,36,35668.31,127.21,Persevering reduced infrastructure capability,City_24,1,Bolivia,2016-02-11 10:40:58,1
54.55,43,40450.12,153.16,Integrated enhanced functionalities,City_96,1,Liberia,2016-02-26 03:02:19,1
68.05,28,64724.99,211.31,Cloned persevering functionalities,City_85,0,Canada,2016-06-14 00:10:22,0
90.57,33,68332.86,196.86,Reduced integrated initiative  solution,City_283,0,Argentina,2016-01-04 23:11:52,0
30.48,33,61702.94,197.81,Synergistic configurable emulation capability,City_326,0,India,2016-03-31 12:42:20,1
51.46,26,57897.57,166.97,Cloned reduced initiative capability,City_53,1,Peru,2016-03-08 12:49:57,1
54.62,36,59480.91,159.78,Reduced reduced paradigm  solution,City_146,1,Russia,2016-09-07 10:18:10,1
35.04,46,54943.61,198.67,Cloned enhanced protocol system,City_191,1,Tunisia,2016-03-04 19:38:04,1
45.03,39,50003.42,157.72,Cloned universal initiative,City_365,1,Peru,2016-12-05 18:21:00,1
76.88,38,51013.86,225.14,Proactive enhanced emulation,City_29,0,San Marino,2016-09-26 22:12:39,0
61.29,41,75701.2,202.54,Synergistic extended paradigm system,City_137,0,Japan,2016-02-28 19:25:30,0
56.1,31,46177.51,210.45,Cloned reduced protocol  solution,City_459,0,Norway,2016-02-20 23:21:57,0
49.54,54,37190.42,109.8,Integrated integrated protocol  solution,City_375,0,China,2016-07-25 17:33:52,1
70.77,39,36382.07,153.39,Cloned synergistic system,City_102,1,Italy,2016-12-26 17:57:12,1
67.59,46,63729.52,227.73,Cloned configurable forecast system,City_359,0,Italy,2016-07-17 14:35:25,0
92.2,55,47289.23,251.71,Synergistic extended forecast  solution,City_366,1,Germany,2016-03-05 18:51:36,0
62.93,33,80000.0,219.28,Configurable synergistic system,City_439,0,Norway,2016-05-07 11:04:33,0
44.66,27,43670.3,144.66,Configurable integrated policy system,City_423,1,France,2016-07-02 23:53:45,1
44.59,42,44181.44,142.58,Extended universal analyzer capability,City_158,0,Germany,2016-07-11 01:27:37,1
68.56,42,59939.07,180.67,Configurable proactive system,City_374,0,Nauru,2016-11-11 00:39:26,0
62.75,54,46368.46,152.97,Enhanced enhanced emulation  solution,City_450,1,Czech Republic,2016-08-29 15:10:25,1
52.62,50,61912.33,253.19,Universal cloned system capability,City_311,1,Japan,2016-07-22 18:56:32,0
67.51,50,80000.0,215.29,Cloned cloned infrastructure  solution,City_87,1,Egypt,2016-05-12 21:18:53,0
52.77,27,48846.11,150.07,Proactive cloned initiative,City_383,1,Czech Republic,2016-04-15 15:53:08,1
71.72,37,62231.0,227.47,Integrated reduced forecast,City_265,0,India,2016-02-04 01:48:52,0
47.97,41,53572.2,139.71,Cloned extended initiative,City_301,0,Russia,2016-11-14 22:54:35,1
67.76,23,53309.45,194.25,Cloned synergistic solution  solution,City_313,0,Peru,2016-01-23 08:30:31,0
62.53,47,57296.65,108.98,Configurable proactive initiative capability,City_260,1,Japan,2016-03-16 12:26:07,1
39.52,41,39466.22,155.99,Integrated reduced emulation system,City_459,0,Japan,2016-05-04 19:55:36,1
76.92,32,60175.21,209.55,Extended cloned framework,City_460,1,Brazil,2016-07-13 11:25:08,0
65.25,19,42860.25,136.46,Persevering cloned infrastructure,City_282,1,Iceland,2016-10-15 15:02:16,1
58.2,30,55363.49,173.5,Enhanced configurable architecture system,City_470,0,Argentina,2016-06-21 14:19:30,1
45.31,35,31469.11,144.87,Enhanced cloned solution  solution,City_164,0,Australia,2016-09-28 06:00:13,1
65.85,41,38286.53,167.32,Integrated reduced initiative,City_485,0,Germany,2016-07-22 18:36:18,1
63.9,47,48914.22,137.62,Extended extended paradigm,City_4,0,Australia,2016-08-06 10:40:03,1
74.49,33,72881.0,203.59,Enhanced configurable capability capability,City_130,1,Canada,2016-10-23 15:54:01,0
39.01,33,76906.99,100.0,Synergistic cloned emulation,City_406,0,Brazil,2016-09-23 12:24:36,1
53.81,49,28393.94,173.84,Enhanced extended policy system,City_408,0,Qatar,2016-08-30 11:35:44,1
67.37,33,68033.65,211.08,Synergistic enhanced forecast,City_135,0,Canada,2016-05-18 23:13:05,0
79.6,42,37145.24,220.76,Synergistic proactive capability capability,City_488,1,Ghana,2016-10-05 18:04:00,0
64.69,28,59686.03,212.42,Universal extended infrastructure,City_95,1,Liberia,2016-10-01 11:39:09,0
53.1,39,45579.3,136.23,Integrated reduced infrastructure capability,City_276,1,Burundi,2016-01-07 01:42:26,1
72.3,35,33778.79,214.77,Universal proactive policy,City_206,0,Poland,2016-04-21 08:27:49,0
53.29,58,55842.38,100.0,Reduced synergistic methodology system,City_48,1,Australia,2016-06-02 01:50:48,1
78.9,32,73740.27,212.47,Integrated configurable methodology system,City_432,0,Russia,2016-07-19 02:18:11,0
62.95,42,61460.93,216.41,Cloned universal methodology capability,City_387,0,Japan,2016-12-08 21:06:44,0
39.84,40,48854.53,105.84,Proactive synergistic methodology,City_326,0,Russia,2016-04-10 07:18:03,1
70.47,35,60412.58,199.68,Universal persevering forecast  solution,City_474,1,Czech Republic,2016-01-10 15:36:27,0
63.12,35,30268.92,184.55,Integrated cloned paradigm capability,City_415,1,Mexico,2016-03-05 04:27:40,1
63.69,41,80000.0,153.77,Configurable configurable framework,City_487,1,Argentina,2016-08-18 08:38:15,1
49.07,20,52277.66,170.23,Reduced enhanced architecture capability,City_270,1,France,2016-02-04 09:32:14,1
71.54,45,60715.04,188.25,Persevering integrated framework,City_480,1,Tunisia,2016-02-15 11:49:36,0
60.98,47,39132.41,138.98,Enhanced extended initiative,City_349,0,Czech Republic,2016-08-29 03:59:16,1
57.19,39,45221.66,167.6,Cloned universal functionalities capability,City_288,1,Egypt,2016-03-30 07:12:18,1
44.42,37,47745.05,110.75,Cloned proactive initiative system,City_400,0,Czech Republic,2016-03-14 01:56:04,1
80.78,43,56182.21,186.09,Configurable extended protocol,City_456,0,Nauru,2016-06-02 06:28:49,0
64.77,38,53869.99,163.42,Persevering cloned infrastructure,City_247,0,Iceland,2016-10-27 19:13:07,1
56.47,32,43273.79,116.97,Persevering proactive productivity system,City_111,1,Japan,2016-08-31 09:40:55,1
36.34,34,48547.99,109.8,Integrated synergistic forecast  solution,City_329,0,Australia,2016-12-10 13:49:36,1
78.17,31,54663.37,228.06,Proactive persevering paradigm  solution,City_17,1,Qatar,2016-08-18 23:55:18,0
61.92,44,44588.73,154.11,Universal proactive emulation,City_319,0,Australia,2016-02-05 17:57:06,1
57.91,38,42276.0,162.55,Synergistic enhanced analyzer system,City_402,0,Tunisia,2016-05-10 04:13:44,1
69.01,50,62270.47,196.03,Configurable integrated emulation,City_142,0,Argentina,2016-01-27 01:19:15,0
70.11,21,73332.07,171.63,Reduced configurable architecture,City_92,0,Spain,2016-12-18 12:56:48,0
74.89,40,52489.7,208.85,Extended cloned analyzer  solution,City_461,0,India,2016-04-18 17:55:01,0
82.75,40,80000.0,205.21,Configurable universal protocol,City_444,1,Canada,2016-01-25 13:11:59,0
56.63,38,43184.87,177.7,Universal proactive capability system,City_49,0,Australia,2016-01-24 04:41:08,1
58.02,23,67723.27,230.78,Universal synergistic forecast system,City_33,0,Nauru,2016-08-30 20:30:44,0
52.26,31,47595.12,163.86,Extended synergistic productivity,City_43,0,Mexico,2016-05-04 02:02:15,1
64.52,32,45734.81,202.96,Cloned reduced architecture,City_150,0,India,2016-03-16 01:56:47,0
70.91,26,56822.11,223.47,Persevering enhanced architecture,City_456,1,Brazil,2016-05-26 16:18:09,0
57.49,44,45468.51,192.79,Cloned enhanced solution,City_101,1,Grenada,2016-10-24 20:22:31,1
72.5,45,80000.0,179.36,Proactive configurable methodology,City_248,0,Brazil,2016-06-23 05:37:36,0
68.78,33,58053.76,244.67,Reduced synergistic infrastructure,City_269,1,Russia,2016-03-23 04:55:43,0
61.26,37,44347.98,127.3,Persevering extended system,City_431,1,Brazil,2016-04-04 12:25:07,1
53.87,37,63204.25,212.17,Extended configurable forecast system,City_25,0,Ghana,2016-07-26 07:17:54,0
67.58,41,54810.18,178.6,Integrated extended paradigm,City_58,0,Italy,2016-08-19 20:55:29,0
73.83,38,60411.63,167.85,Proactive proactive policy,City_291,0,Australia,2016-04-04 22:46:31,0
51.27,22,44515.88,163.77,Enhanced extended methodology capability,City_204,1,Egypt,2016-02-23 00:45:23,1
58.37,46,37744.1,179.46,Configurable persevering paradigm,City_138,0,Russia,2016-02-25 19:54:10,1
66.86,37,62286.81,219.19,Universal configurable solution,City_414,1,Norway,2016-08-04 00:35:10,0
41.88,21,60907.3,136.6,Persevering reduced system capability,City_202,1,Poland,2016-10-17 14:43:02,1
60.54,40,52782.9,113.5,Synergistic enhanced policy system,City_48,0,Russia,2016-02-29 00:10:04,1
58.36,44,21359.19,153.3,Universal extended functionalities capability,City_91,0,Peru,2016-12-22 02:55:28,1
72.76,25,38841.0,102.32,Cloned extended framework capability,City_299,0,Czech Republic,2016-10-08 15:13:33,1
73.14,45,80000.0,224.23,Cloned persevering system,City_131,1,Ghana,2016-07-05 03:17:05,0
82.36,32,44543.85,196.48,Proactive universal architecture,City_390,0,Bolivia,2016-10-16 00:00:20,0
69.58,48,36835.97,201.85,Extended configurable framework  solution,City_376,1,Turkey,2016-10-02 08:51:28,0
82.51,37,71965.12,234.04,Persevering cloned solution,City_16,0,Peru,2016-02-12 18:49:56,0
51.44,35,38534.82,150.92,Cloned integrated forecast system,City_285,1,Canada,2016-01-28 18:23:00,1
71.58,35,65024.34,192.13,Synergistic cloned infrastructure capability,City_53,0,Poland,2016-09-10 23:38:35,0
52.26,38,33063.85,162.9,Extended enhanced protocol capability,City_338,0,France,2016-01-30 08:46:23,1
69.57,28,52408.34,205.57,Reduced proactive initiative system,City_169,1,Burundi,2016-07-16 09:34:56,0
33.31,29,56692.53,180.41,Universal proactive paradigm system,City_60,0,Peru,2016-11-23 12:09:48,1
38.4,52,52527.97,116.27,Synergistic proactive emulation  solution,City_222,0,Bolivia,2016-03-28 16:18:41,1
72.2,21,45030.32,237.24,Integrated persevering methodology  solution,City_214,0,India,2016-10-29 11:36:08,0
72.03,45,57255.02,242.8,Configurable reduced productivity capability,City_371,1,Poland,2016-01-05 00:35:14,0
63.62,43,52085.89,186.9,Enhanced configurable framework system,City_260,0,Turkey,2016-08-30 20:11:58,0
69.93,40,34255.84,215.71,Reduced universal system,City_106,1,Spain,2016-08-24 09:44:13,0
60.54,29,53313.61,166.72,Configurable synergistic protocol capability,City_453,1,Spain,2016-12-17 18:02:30,1
48.96,50,42133.34,192.23,Synergistic enhanced analyzer capability,City_410,0,Italy,2016-03-31 22:43:42,1
59.0,35,42314.17,161.28,Configurable extended infrastructure capability,City_78,0,Brazil,2016-08-08 00:11:39,1
67.07,32,73335.42,216.62,Configurable synergistic initiative  solution,City_217,1,Mexico,2016-12-04 18:11:37,0
59.81,38,39277.44,169.48,Reduced enhanced methodology system,City_125,1,Bolivia,2016-04-21 11:43:38,1
63.75,35,39946.68,208.61,Proactive synergistic initiative,City_47,1,Australia,2016-06-04 06:21:58,0
71.67,43,53839.28,182.55,Proactive universal functionalities system,City_305,1,Nauru,2016-07-15 13:56:37,0
52.73,41,37989.89,148.01,Extended extended forecast,City_448,1,Liberia,2016-04-25 23:50:34,1
78.1,54,74637.94,201.54,Universal integrated solution system,City_151,1,Mexico,2016-08-21 07:11:03,0
81.71,52,66268.69,223.83,Configurable configurable capability,City_358,1,France,2016-05-20 12:06:01,0
75.82,19,65840.7,214.74,Integrated universal productivity,City_205,0,Mexico,2016-10-13 19:36:29,0
40.5,42,53344.9,171.02,Configurable universal policy capability,City_266,0,Tunisia,2016-06-26 08:02:59,1
41.81,29,69449.52,115.64,Universal universal productivity,City_292,0,France,2016-08-31 11:05:32,1
83.85,32,37746.02,181.79,Reduced integrated policy,City_229,1,Canada,2016-11-09 04:26:15,0
48.71,45,55843.85,153.19,Universal proactive system capability,City_300,0,Turkey,2016-02-21 06:29:52,1
70.36,40,78467.92,196.0,Enhanced enhanced policy  solution,City_52,1,Brazil,2016-01-15 09:19:04,0
52.53,32,66284.04,168.65,Configurable cloned protocol system,City_324,0,Turkey,2016-03-19 23:46:18,1
56.52,21,46630.52,158.06,Configurable universal architecture,City_27,1,Burundi,2016-08-19 06:03:29,1
58.92,31,70512.01,262.8,Synergistic synergistic protocol,City_23,0,China,2016-11-28 10:12:27,0
62.97,21,69929.92,156.44,Extended persevering policy,City_213,1,Ghana,2016-06-18 02:15:32,1
78.17,40,53281.04,220.56,Reduced enhanced emulation  solution,City_30,1,Czech Republic,2016-01-08 08:18:19,0
44.35,40,45318.07,160.33,Cloned synergistic analyzer  solution,City_381,0,Burundi,2016-03-30 00:01:28,1
60.96,49,35748.61,175.49,Enhanced cloned framework,City_309,1,Egypt,2016-07-09 09:06:58,1
55.33,27,42923.9,132.19,Synergistic enhanced capability,City_232,0,Peru,2016-08-26 21:43:18,1
77.76,29,39960.94,175.86,Universal universal functionalities,City_45,1,Burundi,2016-12-13 20:24:52,1
73.68,39,57334.16,202.3,Cloned proactive infrastructure,City_169,0,Egypt,2016-07-02 23:31:57,0
43.27,30,64467.9,139.42,Reduced integrated protocol,City_462,1,Argentina,2016-08-11 02:24:47,1
53.53,43,49106.84,159.07,Cloned reduced methodology,City_284,1,Turkey,2016-12-09 10:22:57,1
51.76,34,31802.11,171.32,Universal synergistic paradigm,City_127,0,France,2016-11-01 14:01:37,1
63.05,52,49260.79,227.86,Integrated synergistic solution system,City_112,0,Qatar,2016-05-17 23:04:47,0
83.65,42,80000.0,165.1,Cloned configurable methodology,City_492,0,Turkey,2016-07-27 21:42:59,0
56.71,35,65279.43,201.5,Universal universal analyzer capability,City_450,1,San Marino,2016-05-17 02:35:49,1
48.73,26,29718.32,140.79,Enhanced synergistic architecture capability,City_153,1,Egypt,2016-08-01 12:18:40,1
52.59,26,72267.41,213.69,Extended integrated forecast capability,City_417,0,Brazil,2016-09-27 01:41:11,0
51.81,29,38655.27,120.51,Universal extended functionalities,City_351,1,Bolivia,2016-10-26 02:28:47,1
75.0,47,71075.2,221.49,Cloned synergistic architecture capability,City_161,0,Czech Republic,2016-02-10 06:41:45,0
72.98,45,51045.4,196.19,Enhanced configurable paradigm  solution,City_310,0,Brazil,2016-11-24 16:30:31,0
71.11,36,56608.9,215.83,Proactive enhanced capability system,City_161,0,Germany,2016-07-03 06:01:02,0
61.39,29,48749.33,131.73,Cloned universal infrastructure system,City_472,1,Argentina,2016-04-20 02:54:54,1
42.99,44,50519.92,181.74,Cloned cloned policy,City_490,1,Burundi,2016-03-01 20:37:59,1
59.42,19,22359.9,139.72,Proactive extended functionalities capability,City_187,0,Myanmar,2016-11-24 08:12:59,1
52.25,29,54017.34,122.57,Reduced synergistic policy  solution,City_335,1,Myanmar,2016-09-09 16:25:41,1
64.35,32,80000.0,225.13,Persevering reduced framework,City_273,0,Poland,2016-10-18 06:14:34,0
91.23,24,52149.19,214.75,Reduced extended paradigm,City_103,1,India,2016-05-11 19:54:52,0
44.78,37,61641.55,213.28,Enhanced integrated emulation,City_234,0,Peru,2016-02-07 17:50:24,1
90.14,36,61277.88,249.67,Proactive universal system,City_273,1,Qatar,2016-04-26 09:20:33,0
58.48,42,28251.38,162.8,Extended reduced methodology capability,City_183,1,Iceland,2016-11-17 02:32:55,1
65.83,27,39783.5,135.65,Reduced reduced emulation  solution,City_383,1,Nauru,2016-02-29 03:44:47,1
51.88,28,37819.4,182.99,Synergistic cloned framework capability,City_256,0,Germany,2016-09-15 11:37:54,0
46.62,36,50407.13,189.97,Cloned reduced forecast,City_76,0,Italy,2016-06-05 17:10:10,1
55.57,39,58617.06,141.37,Configurable universal capability system,City_117,1,Peru,2016-06-13 03:08:43,1
48.06,19,31571.75,132.35,Proactive enhanced protocol capability,City_325,1,Argentina,2016-12-26 06:59:19,1
69.87,40,65297.19,176.43,Proactive integrated solution,City_332,0,Peru,2016-07-27 13:54:39,0
44.48,31,59999.29,179.65,Configurable universal solution,City_170,1,Germany,2016-10-26 04:25:27,1
47.55,61,44231.96,164.65,Persevering extended forecast capability,City_14,0,Burundi,2016-06-02 07:50:28,1
48.41,31,42371.37,177.69,Reduced universal methodology capability,City_384,0,Qatar,2016-03-28 04:11:51,1
60.46,55,52486.72,174.38,Configurable reduced infrastructure system,City_427,1,Burundi,2016-07-05 22:24:15,0
54.98,38,45148.21,124.65,Proactive integrated methodology capability,City_382,0,Australia,2016-03-29 17:51:39,1
78.11,44,76208.91,237.08,Synergistic configurable capability,City_278,0,Canada,2016-07-03 22:08:12,0
55.03,42,45608.12,134.39,Proactive proactive paradigm,City_474,1,Mexico,2016-03-07 11:09:15,1
82.47,35,43793.75,183.19,Universal persevering initiative,City_458,1,Germany,2016-02-10 11:47:21,0
63.56,34,61141.77,214.61,Reduced proactive emulation,City_179,0,Grenada,2016-11-17 01:19:46,0
68.3,23,71404.7,240.29,Enhanced cloned system capability,City_193,0,China,2016-05-29 20:16:19,0
77.77,41,38804.94,198.06,Synergistic extended emulation,City_37,0,Egypt,2016-11-06 19:34:42,0
58.77,45,30871.63,172.16,Integrated universal methodology  solution,City_107,1,Russia,2016-04-27 21:08:36,1
43.89,53,60921.1,113.97,Integrated extended architecture capability,City_363,0,Japan,2016-06-08 14:56:07,1
57.35,38,62350.03,172.28,Universal persevering functionalities  solution,City_433,0,France,2016-08-17 17:47:15,1
50.17,37,36108.89,126.87,Integrated integrated solution,City_489,0,Burundi,2016-12-07 23:28:47,1
50.92,37,40814.91,180.13,Synergistic reduced emulation capability,City_471,1,Russia,2016-02-21 06:45:14,1
62.89,44,57658.08,181.24,Integrated extended solution,City_443,0,Tunisia,2016-08-14 06:44:59,0
44.94,39,54933.63,206.53,Configurable persevering policy  solution,City_119,0,China,2016-01-10 06:59:37,0
76.43,35,54747.6,187.71,Enhanced extended infrastructure system,City_473,0,France,2016-02-25 12:18:43,0
64.94,48,42763.93,171.06,Integrated persevering initiative  solution,City_424,1,Russia,2016-04-13 05:23:30,1
70.35,30,76854.76,220.74,Integrated configurable analyzer,City_145,0,Czech Republic,2016-09-25 02:54:47,0
66.87,19,80000.0,209.04,Synergistic integrated capability  solution,City_101,1,France,2016-09-22 14:43:12,0
59.11,21,49732.22,146.55,Enhanced persevering functionalities,City_292,1,Turkey,2016-09-14 02:37:12,1
48.35,29,45405.89,152.18,Synergistic synergistic architecture  solution,City_68,0,Grenada,2016-05-02 16:22:21,1
65.13,38,50588.85,100.0,Proactive configurable protocol,City_121,0,Argentina,2016-12-27 02:38:31,1
86.38,56,62565.92,187.93,Extended persevering forecast system,City_175,1,Ghana,2016-08-01 14:50:07,0
80.29,45,58395.01,198.25,Universal configurable analyzer,City_124,1,India,2016-12-06 06:27:51,0
71.22,30,59822.79,218.93,Universal cloned capability,City_86,0,San Marino,2016-06-04 17:02:01,0
61.48,54,44082.59,151.18,Synergistic synergistic paradigm  solution,City_156,1,France,2016-07-30 03:31:25,1
71.01,59,57586.89,221.63,Configurable enhanced architecture capability,City_117,1,Germany,2016-12-12 06:40:41,0
81.95,50,70585.01,198.98,Synergistic proactive methodology  solution,City_159,1,China,2016-05-13 07:44:47,0
64.36,51,37837.26,154.36,Integrated integrated initiative system,City_287,1,Australia,2016-11-24 05:11:14,1
40.14,24,55081.9,192.16,Synergistic persevering architecture,City_243,1,China,2016-09-06 23:31:53,1
66.37,42,62901.43,186.62,Enhanced persevering protocol,City_25,1,Czech Republic,2016-10-09 03:41:34,0
41.83,44,48902.81,130.72,Cloned synergistic system capability,City_290,1,Canada,2016-03-06 03:52:04,1
60.51,29,59966.95,157.15,Persevering cloned capability,City_198,1,Brazil,2016-06-29 06:16:31,1
74.73,33,53111.28,191.16,Proactive cloned analyzer system,City_220,1,Russia,2016-11-28 11:49:47,0
46.82,42,40625.56,162.48,Enhanced integrated methodology,City_162,0,Germany,2016-02-11 00:08:58,1
42.45,19,31128.92,161.28,Enhanced universal capability,City_221,0,France,2016-03-04 10:13:02,1
74.39,34,77674.13,196.0,Reduced cloned solution capability,City_347,1,Turkey,2016-10-15 20:04:48,0
47.37,36,37795.96,174.47,Reduced cloned forecast,City_74,1,Poland,2016-04-26 20:51:03,1
52.77,44,35303.3,161.82,Universal synergistic architecture,City_375,0,Brazil,2016-01-05 18:12:32,1
84.63,47,68649.51,240.16,Cloned enhanced paradigm,City_426,1,Qatar,2016-09-06 10:19:11,0
50.87,41,43088.4,173.99,Persevering universal system capability,City_0,0,Norway,2016-12-10 02:58:56,1
87.48,38,52032.84,187.99,Extended universal system capability,City_172,0,France,2016-07-27 15:25:02,0
56.58,32,74681.69,244.12,Integrated enhanced functionalities system,City_89,0,Nauru,2016-03-25 23:45:22,0
37.72,49,49428.88,155.53,Enhanced cloned protocol capability,City_95,1,Peru,2016-09-30 13:47:04,1
73.54,40,60992.17,198.99,Persevering synergistic paradigm system,City_134,0,Russia,2016-07-06 06:34:28,0
45.68,46,50820.19,165.83,Synergistic persevering forecast,City_367,1,Iceland,2016-05-17 11:07:14,1
71.62,29,60964.15,220.42,Cloned integrated initiative,City_145,0,Germany,2016-11-05 05:23:05,0
42.33,45,51798.08,167.3,Reduced reduced analyzer capability,City_372,1,Liberia,2016-09-26 00:51:50,1
59.42,42,53000.57,121.58,Universal persevering initiative capability,City_113,0,Turkey,2016-04-07 01:32:15,1
56.44,33,66386.42,151.49,Integrated reduced policy capability,City_414,1,Czech Republic,2016-11-30 16:11:40,1
67.17,19,48372.18,193.56,Enhanced synergistic capability  solution,City_280,0,China,2016-11-14 09:10:10,0
74.19,19,71380.46,211.98,Universal reduced initiative,City_487,1,Mexico,2016-01-16 19:06:59,0
50.8,29,61592.34,110.75,Proactive configurable solution,City_36,0,Norway,2016-01-17 13:57:01,1
61.09,24,57774.39,175.12,Enhanced synergistic protocol,City_1,1,Egypt,2016-02-29 12:25:37,0
66.92,40,64211.96,217.21,Reduced integrated methodology capability,City_210,1,China,2016-05-18 02:03:50,0
79.78,34,73018.44,251.67,Configurable cloned functionalities capability,City_481,1,Peru,2016-06-08 03:31:24,0
